spt_objectid,t,population
365,1,3479.03303692
365,2,3608.72715324
365,3,3743.25610833
365,4,3882.8001391
365,5,4027.54620145
365,6,4177.6882208
365,7,4333.42735185
365,8,4494.97224811
365,9,4662.53934145
365,10,4836.35313203
366,1,4272.35342592
366,2,4437.88081594
366,3,4609.82137315
366,4,4788.42356831
366,5,4973.94549886
366,6,5166.65526195
366,7,5366.83134182
366,8,5574.76301229
366,9,5790.75075474
366,10,6015.10669235
367,1,2969.02383144
367,2,3087.60158026
367,3,3210.91512217
367,4,3339.15359665
367,5,3472.51369713
367,6,3611.1999726
367,7,3755.42514141
367,8,3905.41041753
367,9,4061.3858498
367,10,4223.59067486
368,1,3478.26570649
368,2,3626.59841874
368,3,3781.25686784
368,4,3942.51081859
368,5,4110.6415401
368,6,4285.94229634
368,7,4468.71885772
368,8,4659.29003439
368,9,4857.98823238
368,10,5065.16003333
369,1,2742.044843
369,2,2871.96712033
369,3,3008.04531381
369,4,3150.57110017
369,5,3299.84997621
369,6,3456.20191365
369,7,3619.96204495
369,8,3791.48138167
369,9,3971.12756682
369,10,4159.28566291
370,1,4258.4200313
370,2,4458.8495606
370,3,4668.71263472
370,4,4888.45325893
370,5,5118.53633633
370,6,5359.44865148
370,7,5611.69990022
370,8,5875.82376806
370,9,6152.37905933
370,10,6441.95087936
371,1,1666.840663
371,2,1743.00990955
371,3,1822.6598452
371,4,1905.94952622
371,5,1993.04527725
371,6,2084.12102341
371,7,2179.35863766
371,8,2278.94830396
371,9,2383.08889706
371,10,2491.98837965
372,1,4904.91133678
372,2,5141.7301179
372,3,5389.98297627
372,4,5650.22197165
372,5,5923.02581836
372,6,6209.00117215
372,7,6508.78397935
372,8,6823.04089099
372,9,7152.47074536
372,10,7497.80612201
373,1,4878.46159075
373,2,5094.04698041
373,3,5319.15936118
373,4,5554.21974285
373,5,5799.66774018
373,6,6055.96239503
373,7,6323.58303494
373,8,6603.0301695
373,9,6894.82642647
373,10,7199.51752921
374,1,3723.51116902
374,2,3853.40061862
374,3,3987.82107897
374,4,4126.93060801
374,5,4270.89277728
374,6,4419.87686434
374,7,4574.05805171
374,8,4733.61763293
374,9,4898.7432257
374,10,5069.62899251
375,1,3918.28549249
375,2,4068.08722857
375,3,4223.61610225
375,4,4385.09107029
375,5,4552.7394605
375,6,4726.79729178
375,7,4907.50960633
375,8,5095.13081471
375,9,5289.92505395
375,10,5492.16655941
376,1,1918.84207532
376,2,2006.51493735
376,3,2098.19361665
376,4,2194.06114103
376,5,2294.30890095
376,6,2399.13703157
376,7,2508.75481234
376,8,2623.38108479
376,9,2743.24468943
376,10,2868.58492261
377,1,3658.62362541
377,2,3793.0084535
377,3,3932.32936791
377,4,4076.76767593
377,5,4226.51134442
377,6,4381.75524448
377,7,4542.70140499
377,8,4709.55927557
377,9,4882.54599911
377,10,5061.88669439
378,1,2569.3570904
378,2,2653.37454099
378,3,2740.13934501
378,4,2829.74134034
378,5,2922.27330258
378,6,3017.83104102
378,7,3116.51349794
378,8,3218.42285099
378,9,3323.66461901
378,10,3432.34777128
379,1,4971.44907614
379,2,5143.66408254
379,3,5321.84475569
379,4,5506.1977511
379,5,5696.93688298
379,6,5894.28337225
379,7,6098.46610311
379,8,6309.72188848
379,9,6528.29574468
379,10,6754.44117557
380,1,3414.9661632
380,2,3569.63388301
380,3,3731.30668058
380,4,3900.30182391
380,5,4076.95095038
380,6,4261.60071765
380,7,4454.61348388
380,8,4656.36801884
380,9,4867.26024724
380,10,5087.70402565
381,1,1645.87508378
381,2,1697.30876654
381,3,1750.3497546
381,4,1805.04827631
381,5,1861.4561297
381,6,1919.62673146
381,7,1979.61516759
381,8,2041.47824549
381,9,2105.27454783
381,10,2171.06448796
382,1,3736.61839218
382,2,3880.57726758
382,3,4030.08237641
382,4,4185.34739568
382,5,4346.59423467
382,6,4514.05335203
382,7,4687.96408518
382,8,4868.57499237
382,9,5056.14420795
382,10,5250.93981126
383,1,4125.1443865
383,2,4265.93537464
383,3,4411.53155274
383,4,4562.0969217
383,5,4717.80107977
383,6,4878.81941359
383,7,5045.33329574
383,8,5217.53028903
383,9,5395.60435778
383,10,5579.7560863
384,1,1870.67283492
384,2,1952.79958444
384,3,2038.53188318
384,4,2128.02802287
384,5,2221.45324461
384,6,2318.98004394
384,7,2420.78848935
384,8,2527.06655476
384,9,2638.01046653
384,10,2753.82506584
385,1,1628.86980448
385,2,1694.26362705
385,3,1762.2827988
385,4,1833.03271899
385,5,1906.62301825
385,6,1983.16772858
385,7,2062.78545997
385,8,2145.59958421
385,9,2231.73842607
385,10,2321.33546215
386,1,2935.81128978
386,2,3068.3474294
386,3,3206.86686514
386,4,3351.63971075
386,5,3502.94827415
386,6,3661.08760795
386,7,3826.36608483
386,8,3999.10599881
386,9,4179.64419378
386,10,4368.33272031
387,1,3639.83232372
387,2,3790.66647919
387,3,3947.75118151
387,4,4111.34545249
387,5,4281.71904777
387,6,4459.15290161
387,7,4643.93959018
387,8,4836.38381394
387,9,5036.80290011
387,10,5245.5273259
388,1,2819.61532671
388,2,2917.51581308
388,3,3018.81552385
388,4,3123.63248424
388,5,3232.08881746
388,6,3344.31088698
388,7,3460.42944375
388,8,3580.57977857
388,9,3704.9018797
388,10,3833.54059595
389,1,2909.96412191
389,2,3040.53543655
389,3,3176.96554103
389,4,3319.5173217
389,5,3468.46546075
389,6,3624.09696548
389,7,3786.71172132
389,8,3956.62306968
389,9,4134.15841174
389,10,4319.6598393
390,1,2571.96490406
390,2,2672.72867383
390,3,2777.44014027
390,4,2886.25396522
390,5,2999.3308698
390,6,3116.83787184
390,7,3238.94853254
390,8,3365.84321283
390,9,3497.70933979
390,10,3634.74168346
391,1,3588.11784229
391,2,3700.65813458
391,3,3816.72822101
391,4,3936.43881259
391,5,4059.90409271
391,6,4187.24182612
391,7,4318.5734712
391,8,4454.02429585
391,9,4593.72349697
391,10,4737.80432366
392,1,1996.27365907
392,2,2083.17225401
392,3,2173.85357971
392,4,2268.48229998
392,5,2367.23024648
392,6,2470.2767308
392,7,2577.80887
392,8,2690.02192646
392,9,2807.11966237
392,10,2929.31470981
393,1,3884.84060455
393,2,4039.61095364
393,3,4200.54728568
393,4,4367.89525074
393,5,4541.91028547
393,6,4722.858003
393,7,4911.0145984
393,8,5106.66727018
393,9,5310.11465877
393,10,5521.66730225
394,1,2588.10353658
394,2,2709.66016021
394,3,2836.9259885
394,4,2970.16916822
394,5,3109.67044033
394,6,3255.72373147
394,7,3408.63677328
394,8,3568.73175074
394,9,3736.34598106
394,10,3911.83262437
395,1,1241.84484965
395,2,1286.22070942
395,3,1332.18228816
395,4,1379.78624966
395,5,1429.09128253
395,6,1480.15817255
395,7,1533.0498776
395,8,1587.83160529
395,9,1644.57089336
395,10,1703.33769291
396,1,3893.12969724
396,2,4064.48346461
396,3,4243.37926522
396,4,4430.14905714
396,5,4625.13940937
396,6,4828.71214494
396,7,5041.2450123
396,8,5263.13238628
396,9,5494.78599988
396,10,5736.63570826
397,1,1436.40066451
397,2,1497.27639261
397,3,1560.73207932
397,4,1626.87706521
397,5,1695.82532479
397,6,1767.69566286
397,7,1842.6119193
397,8,1920.70318238
397,9,2002.10401125
397,10,2086.95466777
398,1,4522.28608293
398,2,4690.61271006
398,3,4865.20471999
398,4,5046.29532014
398,5,5234.12639831
398,6,5428.94884573
398,7,5631.0228922
398,8,5840.61845368
398,9,6058.01549284
398,10,6283.50439299
399,1,3084.168937
399,2,3177.05345088
399,3,3272.73532545
399,4,3371.29880754
399,5,3472.83068121
399,6,3577.42034417
399,7,3685.15988646
399,8,3796.14417157
399,9,3910.47091995
399,10,4028.24079504
400,1,3234.87898939
400,2,3369.10562654
400,3,3508.90180436
400,4,3654.49862291
400,5,3806.13677142
400,6,3964.06692615
400,7,4128.55016482
400,8,4299.85839821
400,9,4478.27481962
400,10,4664.09437306
401,1,2775.7668025
401,2,2883.56337644
401,3,2995.54621753
401,4,3111.87789894
401,5,3232.72730737
401,6,3358.26988822
401,7,3488.68790028
401,8,3624.17068035
401,9,3764.91491807
401,10,3911.12494155
402,1,5172.80002161
402,2,5400.17357489
402,3,5637.54147021
402,4,5885.34301492
402,5,6144.03682639
402,6,6414.10168079
402,7,6696.03739919
402,8,6990.3657726
402,9,7297.63152766
402,10,7618.40333481
403,1,3678.31378938
403,2,3852.50351172
403,3,4034.94213861
403,4,4226.02030405
403,5,4426.14714082
403,6,4635.75115659
403,7,4855.28115131
403,8,5085.2071783
403,9,5326.02155063
403,10,5578.23989528
404,1,1741.89905312
404,2,1814.72028185
404,3,1890.58584966
404,4,1969.62302713
404,5,2051.96440548
404,6,2137.74811899
404,7,2227.11807672
404,8,2320.22420396
404,9,2417.22269372
404,10,2518.27626876
405,1,2008.94015854
405,2,2103.09565429
405,3,2201.6640527
405,4,2304.85217878
405,5,2412.87655104
405,6,2525.96383584
405,7,2644.35132299
405,8,2768.28742368
405,9,2898.03219166
405,10,3033.85786897
406,1,4013.36319285
406,2,4171.73895823
406,3,4336.36456491
406,4,4507.48664481
406,5,4685.36156243
406,6,4870.25579898
406,7,5062.44635156
406,8,5262.22114818
406,9,5469.87947909
406,10,5685.73244514
407,1,3452.24160659
407,2,3602.77270565
407,3,3759.8675434
407,4,3923.81232424
407,5,4094.90573223
407,6,4273.45947518
407,7,4459.79885257
407,8,4654.26334821
407,9,4857.20724871
407,10,5069.00028895
408,1,5042.54005595
408,2,5277.54466912
408,3,5523.50153406
408,4,5780.92107401
408,5,6050.3375002
408,6,6332.30992046
408,7,6627.4234995
408,8,6936.2906733
408,9,7259.55242005
408,10,7597.87959036
409,1,1242.73153169
409,2,1295.62219787
409,3,1350.76389132
409,4,1408.25241578
409,5,1468.18765241
409,6,1530.67373329
409,7,1595.8192224
409,8,1663.73730415
409,9,1734.54598014
409,10,1808.36827406
410,1,5154.15230576
410,2,5319.44052682
410,3,5490.02936656
410,4,5666.08881024
410,5,5847.79429434
410,6,6035.32688141
410,7,6228.87344048
410,8,6428.62683331
410,9,6634.78610647
410,10,6847.5566898
411,1,2720.67092559
411,2,2833.86304952
411,3,2951.76447393
411,4,3074.57112688
411,5,3202.48708788
411,6,3335.7249271
411,7,3474.50605854
411,8,3619.06110806
411,9,3769.63029656
411,10,3926.46383923
412,1,4476.80409568
412,2,4616.85669457
412,3,4761.29070708
412,4,4910.24320161
412,5,5063.85553462
412,6,5222.27348476
412,7,5385.64739123
412,8,5554.13229647
412,9,5727.88809325
412,10,5907.07967645
413,1,4573.56772133
413,2,4782.24090114
413,3,5000.43498424
413,4,5228.58437049
413,5,5467.14327963
413,6,5716.5866556
413,7,5977.41111208
413,8,6250.1359212
413,9,6535.30404735
413,10,6833.48322817
414,1,2232.74118997
414,2,2339.33985048
414,3,2451.02789372
414,4,2568.04830411
414,5,2690.65566702
414,6,2819.11672256
414,7,2953.71094594
414,8,3094.73115544
414,9,3242.48414953
414,10,3397.29137422
415,1,5163.23926933
415,2,5383.48944919
415,3,5613.13492126
415,4,5852.57646395
415,5,6102.23195183
415,6,6362.53708486
415,7,6633.94614886
415,8,6916.93280824
415,9,7211.99093272
415,10,7519.63545919
416,1,3014.44764674
416,2,3137.73985321
416,3,3266.07476401
416,4,3399.65862792
416,5,3538.70612936
416,6,3683.44073347
416,7,3834.0950452
416,8,3990.91118314
416,9,4154.14116862
416,10,4324.04733079
417,1,3014.12675991
417,2,3141.41083155
417,3,3274.07000389
417,4,3412.33126299
417,5,3556.43118031
417,6,3706.61631756
417,7,3863.14364851
417,8,4026.28099874
417,9,4196.30750389
417,10,4373.51408724
418,1,2245.97017475
418,2,2329.96860316
418,3,2417.10854078
418,4,2507.50747886
418,5,2601.28730276
418,6,2698.57445632
418,7,2799.50011234
418,8,2904.20034943
418,9,3012.81633548
418,10,3125.494518
419,1,1900.76748958
419,2,1976.43164631
419,3,2055.10777828
419,4,2136.91578366
419,5,2221.98033346
419,6,2310.43106145
419,7,2402.40276177
419,8,2498.03559434
419,9,2597.47529844
419,10,2700.87341481
420,1,2602.4441423
420,2,2695.071832
420,3,2790.99637973
420,4,2890.33512918
420,5,2993.20960057
420,6,3099.74563935
420,7,3210.07357014
420,8,3324.32835613
420,9,3442.64976423
420,10,3565.18253598
421,1,3278.232685
421,2,3428.0094217
421,3,3584.6291964
421,4,3748.40465559
421,5,3919.66273001
421,6,4098.7452873
421,7,4286.00981446
421,8,4481.83013143
421,9,4686.59713732
421,10,4900.71959075
422,1,3384.64320233
422,2,3552.18902544
422,3,3728.02866305
422,4,3912.57267364
422,5,4106.25193905
422,6,4309.51867056
422,7,4522.84746468
422,8,4746.73641131
422,9,4981.70825668
422,10,5228.31162386
423,1,2567.26618223
423,2,2668.36261151
423,3,2773.44011921
423,4,2882.65547631
423,5,2996.17162727
423,6,3114.15793314
423,7,3236.79042424
423,8,3364.2520628
423,9,3496.73301593
423,10,3634.4309393
424,1,1880.08235536
424,2,1957.2035786
424,3,2037.48832446
424,4,2121.06636106
424,5,2208.07277961
424,6,2298.64821279
424,7,2392.93906205
424,8,2491.09773422
424,9,2593.28288793
424,10,2699.65968995
425,1,2311.23458625
425,2,2416.01325766
425,3,2525.54201806
425,4,2640.03621039
425,5,2759.72094003
425,6,2884.83151741
425,7,3015.61392064
425,8,3152.32527913
425,9,3295.23437912
425,10,3444.62219214
426,1,1681.4831029
426,2,1737.79067322
426,3,1795.98380663
426,4,1856.1256447
426,5,1918.2814434
426,6,1982.51864394
426,7,2048.90694589
426,8,2117.51838286
426,9,2188.42740065
426,10,2261.71093799
427,1,4277.58808224
427,2,4490.247804
427,3,4713.47987551
427,4,4947.80989972
427,5,5193.78960987
427,6,5451.99816855
427,7,5723.04353133
427,8,6007.56387822
427,9,6306.22911626
427,10,6619.74245683
428,1,1448.31690617
428,2,1518.91517791
428,3,1592.95476554
428,4,1670.60341614
428,5,1752.03705366
428,6,1837.44017745
428,7,1927.00628028
428,8,2020.93828677
428,9,2119.44901307
428,10,2222.7616491
429,1,1192.54277959
429,2,1233.44170092
429,3,1275.74327361
429,4,1319.49560239
429,5,1364.74844175
429,6,1411.55325253
429,7,1459.96326046
429,8,1510.03351668
429,9,1561.82096032
429,10,1615.3844833
430,1,2401.83909456
430,2,2511.46322863
430,3,2626.09079977
430,4,2745.9501736
430,5,2871.28013873
430,6,3002.33038251
430,7,3139.36198847
430,8,3282.64795641
430,9,3432.47374636
430,10,3589.13784722
431,1,2951.52126174
431,2,3085.89364453
431,3,3226.38352934
431,4,3373.26942451
431,5,3526.84251789
431,6,3687.40725412
431,7,3855.2819381
431,8,4030.79936603
431,9,4214.30748518
431,10,4406.17008361
432,1,5171.86134352
432,2,5376.51251389
432,3,5589.26175548
432,4,5810.42950994
432,5,6040.34889884
432,6,6279.36622538
432,7,6527.84149605
432,8,6786.14896282
432,9,7054.67768687
432,10,7333.83212456
433,1,3726.35516857
433,2,3864.65985036
433,3,4008.09774789
433,4,4156.85938185
433,5,4311.14234416
433,6,4471.15156043
433,7,4637.09956211
433,8,4809.20676884
433,9,4987.70178119
433,10,5172.82168428
434,1,2749.92568412
434,2,2857.93320794
434,3,2970.18289192
434,4,3086.84135338
434,5,3208.08175377
434,6,3334.08405573
434,7,3465.0352902
434,8,3601.12983406
434,9,3742.56969862
434,10,3889.5648295
435,1,2716.23781698
435,2,2806.37043681
435,3,2899.49391742
435,4,2995.70750422
435,5,3095.11373586
435,6,3197.81855351
435,7,3303.9314138
435,8,3413.56540542
435,9,3526.8373697
435,10,3643.86802506
436,1,4151.96153995
436,2,4341.16963717
436,3,4539.00009366
436,4,4745.845837
436,5,4962.11770076
436,6,5188.24524056
436,7,5424.67758717
436,8,5671.88433859
436,9,5930.35649279
436,10,6200.60742287
437,1,3866.71150531
437,2,3988.11892912
437,3,4113.33831629
437,4,4242.48935525
437,5,4375.69549242
437,6,4513.08405021
437,7,4654.78634873
437,8,4800.93783125
437,9,4951.67819375
437,10,5107.15151837
438,1,3099.45053104
438,2,3194.74346338
438,3,3292.96618693
438,4,3394.20877845
438,5,3498.56408408
438,6,3606.12780455
438,7,3716.99858291
438,8,3831.27809501
438,9,3949.07114271
438,10,4070.48575005
439,1,4005.52599547
439,2,4188.0027409
439,3,4378.79244265
439,4,4578.27380784
439,5,4786.84279605
439,6,5004.91340533
439,7,5232.9184939
439,8,5471.31063939
439,9,5720.56303717
439,10,5981.1704396
440,1,2410.70533597
440,2,2502.79940435
440,3,2598.4116619
440,4,2697.67651094
440,5,2800.73348822
440,6,2907.72746111
440,7,3018.8088312
440,8,3134.13374576
440,9,3253.86431721
440,10,3378.16885101
441,1,1458.65470981
441,2,1516.5171507
441,3,1576.67489977
441,4,1639.21900811
441,5,1704.24413869
441,6,1771.8487096
441,7,1842.13504299
441,8,1915.20952
441,9,1991.1827417
441,10,2070.16969656
442,1,4056.28429934
442,2,4210.19506579
442,3,4369.94578877
442,4,4535.75805834
442,5,4707.86187248
442,6,4886.4959562
442,7,5071.90809261
442,8,5264.35546668
442,9,5464.10502191
442,10,5671.43383069
443,1,4551.06362542
443,2,4724.4936411
443,3,4904.53265477
443,4,5091.43251934
443,5,5285.45468522
443,6,5486.87056608
443,7,5695.96191849
443,8,5913.02123608
443,9,6138.35215872
443,10,6372.26989725
444,1,4974.66173953
444,2,5184.84379274
444,3,5403.90614732
444,4,5632.22400065
444,5,5870.18840236
444,6,6118.20692417
444,7,6376.70435789
444,8,6646.12344301
444,9,6926.925625
444,10,7219.59184564
445,1,1488.10936318
445,2,1539.96486563
445,3,1593.62735432
445,4,1649.1597965
445,5,1706.62735365
445,6,1766.09745788
445,7,1827.63989106
445,8,1891.32686676
445,9,1957.23311492
445,10,2025.43596957
446,1,2895.98697684
446,2,2995.26448929
446,3,3097.94534041
446,4,3204.14620028
446,5,3313.98773853
446,6,3427.59476149
446,7,3545.09635398
446,8,3666.62602598
446,9,3792.32186435
446,10,3922.32668969
447,1,4296.44772826
447,2,4489.16903738
447,3,4690.5350468
447,4,4900.9335229
447,5,5120.76962569
447,6,5350.46668902
447,7,5590.4670358
447,8,5841.23282974
447,9,6103.24696537
447,10,6377.01399791
448,1,1987.522002
448,2,2064.94705092
448,3,2145.38823663
448,4,2228.96305443
448,5,2315.79357675
448,6,2406.0066314
448,7,2499.73398685
448,8,2597.1125447
448,9,2698.2845396
448,10,2803.39774705
449,1,5034.22803536
449,2,5197.59063003
449,3,5366.25440238
449,4,5540.39137764
449,5,5720.17916328
449,6,5905.80113025
449,7,6097.44659991
449,8,6295.3110372
449,9,6499.59624996
449,10,6710.51059476
450,1,2440.40292175
450,2,2527.82955028
450,3,2618.38820891
450,4,2712.19110156
450,5,2809.35445186
450,6,2909.99864709
450,7,3014.24838736
450,8,3122.23284015
450,9,3234.08580028
450,10,3349.94585577
451,1,1531.32293604
451,2,1598.46621298
451,3,1668.55349313
451,4,1741.71386096
451,5,1818.08206088
451,6,1897.79874534
451,7,1981.01073397
451,8,2067.87128389
451,9,2158.54037205
451,10,2253.18498983
452,1,2082.09226875
452,2,2153.55599382
452,3,2227.47257082
452,4,2303.92618904
452,5,2383.00392745
452,6,2464.79585382
452,7,2549.39512731
452,8,2636.89810459
452,9,2727.4044496
452,10,2821.01724702
453,1,2363.67109413
453,2,2443.98120789
453,3,2527.02000686
453,4,2612.8802032
453,5,2701.65765911
453,6,2793.45149391
453,7,2888.36419467
453,8,2986.50173065
453,9,3087.97367162
453,10,3192.89331017
454,1,2325.60059699
454,2,2399.47565959
454,3,2475.69743851
454,4,2554.34047958
454,5,2635.48169664
454,6,2719.20044679
454,7,2805.57860798
454,8,2894.70065911
454,9,2986.65376261
454,10,3081.52784975
455,1,1960.20887085
455,2,2037.33765502
455,3,2117.50124299
455,4,2200.81904589
455,5,2287.41517333
455,6,2377.41861828
455,7,2470.96344925
455,8,2568.18900995
455,9,2669.2401269
455,10,2774.26732512
456,1,3665.20121274
456,2,3830.53890215
456,3,4003.33499561
456,4,4183.92594265
456,5,4372.66337012
456,6,4569.91476677
456,7,4776.06419882
456,8,4991.51305777
456,9,5216.68084195
456,10,5452.00597331
457,1,1877.26967526
457,2,1948.11577317
457,3,2021.63552508
457,4,2097.92983177
457,5,2177.10340188
457,6,2259.26489567
457,7,2344.52707409
457,8,2433.00695357
457,9,2524.82596664
457,10,2620.11012851
458,1,3019.99270229
458,2,3121.27170495
458,3,3225.94721793
458,4,3334.1331472
458,5,3445.94721868
458,6,3561.51110639
458,7,3680.95056483
458,8,3804.39556579
458,9,3931.98043987
458,10,4063.84402257
459,1,2739.14302939
459,2,2858.24934683
459,3,2982.53477128
459,4,3112.22450616
459,5,3247.5535474
459,6,3388.7671093
459,7,3536.12106882
459,8,3689.88242923
459,9,3850.32980391
459,10,4017.75392123
460,1,3325.75441048
460,2,3471.63917101
460,3,3623.92319039
460,4,3782.88717316
460,5,3948.824137
460,6,4122.03995286
460,7,4302.85390879
460,8,4491.59929844
460,9,4688.62403543
460,10,4894.2912947
461,1,3705.14978021
461,2,3841.1121695
461,3,3982.06376906
461,4,4128.18766052
461,5,4279.67364383
461,6,4436.71848372
461,7,4599.52616531
461,8,4768.30815906
461,9,4943.28369545
461,10,5124.68004973
462,1,3181.69445154
462,2,3319.07527309
462,3,3462.38799365
462,4,3611.88874376
462,5,3767.84471331
462,6,3930.53462904
462,7,4100.24925272
462,8,4277.29190075
462,9,4461.9789863
462,10,4654.64058478
463,1,2735.45538003
